ID;Observation;Title;Author;DOI/ISBN;Type paper;Application Domain;Type System;Type problem;Venue;Year;Description;Total observations;HRD;What;Type;How;X;Y;Z;N
37;37.2;Self-Organizational Reciprocal Agents for Conflict Avoidance in Allocation Problems;Y. Miyashita, M. Hayano and T. Sugawara;10.1109/SASO.2015.24;;Various;Automation;Performance Optimization;SASO;2015;Reciprocal agents that self-organize associations based on cooperative relationship for task and resource allocation problems in large multi-agent systems;7;A comparison of different association structure types. The X-axis displays the time in ticks. The Y-axis displays the number of successful TF games.;Performance;Comparison;Line;Time;Percentage;;4
37;37.3;Self-Organizational Reciprocal Agents for Conflict Avoidance in Allocation Problems;Y. Miyashita, M. Hayano and T. Sugawara;10.1109/SASO.2015.24;;Various;Automation;Performance Optimization;SASO;2015;Reciprocal agents that self-organize associations based on cooperative relationship for task and resource allocation problems in large multi-agent systems;7;A comparison of different agent types. The X-axis displays the time in ticks. The Y-axis displays the number of succesful TF games;Performance;Comparison;Line;Time;Amount;;2
39;39.1;Automated Generation of Adaptive Test Plans for Self-Adaptive Systems;Erik M. Fredericks, Betty H. C. Cheng;10.1109/SEAMS.2015.15;;Various;Automation;Performance Optimization;SEAMS;2015;Proteus - a framework for adaptive run-time testing on self-adaptive systems;4;A comparison between run-time testing frameworks. The X-axis displays the type of framework. The Y-axis displays the cumulative number of false positives.;Performance;Comparison;Box;Type;Amount;;4
46;46.1;Analyzing Latency-Aware Self-Adaptation Using Stochastic Games and Simulations;Javier Cámara, Gabriel A. Moreno, David Garlan, and Bradley Schmerl;10.1145/2774222;;Various;AI;Performance Optimization;TAAS;2016;Latency-based adaptation approach to account for adaptations which take time to produce an impact;4;A comparison of adaptation. The X-axis displays the enlist_latency. The Y-axis displays the accrued utility;Performance;Comparison;Line;Resource;Score;;4
47;47.1;Attributed Graph Rewriting for Complex Event Processing Self-Management;Wilson A. Higashino, Cédric Eichler, Miriam A. M. Capretz, Luiz F. Bittencourt, and Thierry Monteil;10.1145/2967499;;Various;AI;Performance Optimization;TAAS;2016;Generic and reusable CEP/SP system management procedures and self-management policies using AGeCEP formalism;3;A comparison of combinable queries. The X-axis displays the number of queries. The Y-axis displays the execution time in milliseconds;Performance;Comparison;Line;Amount;Time;;3
48;48.1;Controlling Negative Emergent Behavior by Graph Analysis at Runtime;Jan Kantert, Sven Tomforde, Melanie Kauder, Richard Scharrer, Sarah Edenhofer, Jörg Hähner, and Christian Müller-Schloer;10.1145/2890507;;Various;Analytics/Control/Monitoring;Task Automation;TAAS;2016;System-wide observation and ontrol loop that influences self-organized behavior to provide a powerful platform for participants;26;A comparison of different agent types. The X-axis displays time in ticks. The Y-axis displays the cardinality.;Performance;Comparison;Line;Time;Score;;6
48;48.2;Controlling Negative Emergent Behavior by Graph Analysis at Runtime;Jan Kantert, Sven Tomforde, Melanie Kauder, Richard Scharrer, Sarah Edenhofer, Jörg Hähner, and Christian Müller-Schloer;10.1145/2890507;;Various;Analytics/Control/Monitoring;Task Automation;TAAS;2016;System-wide observation and ontrol loop that influences self-organized behavior to provide a powerful platform for participants;26;A comparison between different agent types. The X-axis displays the time in ticks. The y-axes displays the number of agents.;Performance;Comparison;Line;Time;Amount;;12
48;48.3;Controlling Negative Emergent Behavior by Graph Analysis at Runtime;Jan Kantert, Sven Tomforde, Melanie Kauder, Richard Scharrer, Sarah Edenhofer, Jörg Hähner, and Christian Müller-Schloer;10.1145/2890507;;Various;Analytics/Control/Monitoring;Task Automation;TAAS;2016;System-wide observation and ontrol loop that influences self-organized behavior to provide a powerful platform for participants;26;A comparison of different variables. The X-axis displays time. The Y-axis displays the variable.;Performance;Comparison;Line;Time;Score;;8
49;49.1;Designing Self-Stabilizing Systems Using Game Theory;Li-Hsing Yen, Jean-Yao Huang, and Volker Turau;10.1145/2957760;;Various;Automation;Environment Adaptation;TAAS;2016;Generic game designs which can be turned into self-stabilizing algorithms;12;A comparison of different models. The X-axis displays the variable. The Y-axis displays the Total weights in the maximal independent set (MIS);Performance;Comparison;Line;Percentage;Iteration;;12
51;51.1;Decision-Making with Cross-Entropy for Self-Adaptation;Gabriel A. Moreno, Ofer Strichman, Sagar Chaki, and Radislav Vaisman;10.1109/SEAMS.2017.7;Long paper;Various;AI;Environment Adaptation;SEAMS;2017;Cross-entropy method to speed up complex proactive latency-aware self-adaptation decisions;8;A comparison of different performances. The X-axis displays the state space size. The Y-axis displays the speedup.;Performance;Comparison;Line;Amount;Time;;4
51;51.2;Decision-Making with Cross-Entropy for Self-Adaptation;Gabriel A. Moreno, Ofer Strichman, Sagar Chaki, and Radislav Vaisman;10.1109/SEAMS.2017.7;Long paper;Various;AI;Environment Adaptation;SEAMS;2017;Cross-entropy method to speed up complex proactive latency-aware self-adaptation decisions;8;A comparison between solution types. The X-axis displays the max iterations. The Y-axis displays the relative targets detective.;Performance;Comparison;Box;Type;Score;;4
72;72.1;Adaptive Fault Detection exploiting Redundancy with Uncertainties in Space and Time;Denise Ratasich, Michael Platzer, Radu Grosu and Ezio Bartocci;10.1109/SASO.2019.00013;;Various;Automation;Error Detection/Security;SASO;2019;Adaptive runtime monitors using an adaptive knowledge base;13;An observation of fault detection. The X-axis displays the time in seconds. The Y-axis displays the Vdmin;Performance;Observation;Line;Time;Score;;13
75;75.1;Improving Scalability and Reward of Utility-Driven Self-Healing for Large Dynamic Architectures;Sona Ghahremani, Holger Giese, and Thomas Vogel;10.1145/3380965;;Various;Quality/security;Error Detection/Security;TAAS;2019;Pattern-based scheme which defines the utility and adaption rules for rule application efficiency calculation;3;A comparison of different adaptation rules. The X-axis displays the time in milliseconds. The Y-axis displays the utility;Performance;Comparison;Line;Time;Score;;2
75;75.2;Improving Scalability and Reward of Utility-Driven Self-Healing for Large Dynamic Architectures;Sona Ghahremani, Holger Giese, and Thomas Vogel;10.1145/3380965;;Various;Quality/security;Error Detection/Security;TAAS;2019;Pattern-based scheme which defines the utility and adaption rules for rule application efficiency calculation;3;A comparison of likelihood success rates. The X-axis displays the likelihood in percent. The Y-axis displays the expected reward;Performance;Comparison;Bar;Percentage;Score;;1
80;80.1;Social Action in Socially Situated Agents;Chloe M Barnes, Anikó Ekárt and Peter R Lewis;10.1109/SASO.2019.00021;;Various;AI;Error Detection/Security;SASO;2019;Agents which are capable of fusing goal-rationality and traditional action to align systems in a shared world and prevent goal intereference;12;An observation of fitness. The X-axis displays the generation. The Y-axis displays the fitness.;Performance;Observation;Line;Iteration;Score;;12
84;84.1;Coevolutionary Learning of Neuromodulated Controllers for Multi-Stage and Gamified Tasks;Chloe M. Barnes, Anikó Ekárt, Kai Olav Ellefsen, Kyrre Glette, Peter R. Lewis and Jim Tørresen;10.1109/ACSOS49614.2020.00034;Long paper;Various;AI;Task Automation;ACSOS;2020;Activity-propagating signal modulation to evolve neural network-based agents to learn from context and learn multi-stage tasks;5;A comparison of coevulationary learning. The X-axis displays the generation. The Y-axis displays the fitness;Performance;Comparison;Line;Iteration;Score;;5
2;2.1;Modeling Adaptative Social Behavior in Collective Problem Solving Algorithms;D. Noble, L. Lamb and R. Araújo;10.1109/SASO.2012.20;;Communication & Networking;AI;Environment Adaptation;SASO;2012;An extension which adapts agents’ problem-solving strategies through social context;5;A comparison between different mathematical functions across several graphs. Each graph compares three network topology strategies. It compares the number of iterations versus the best score logarithmically;Performance;Comparison;Line;Iteration;Score;;5
3;3.1;A Lightweight Method for Automated Design of Convergence in Network Protocols;Aly Farahat and Ali Ebnenasir;10.1145/2382570.2382574;;Communication & Networking;Automation;Performance Optimization;TAAS;2012;Algorithmic addition of convergence to finite-state nonstabilizing protocols;8;An observation of detection and execution times. It observes the number of processes versus the execution time in seconds;Performance;Observation;Line;Amount;Time;;4
3;3.2;A Lightweight Method for Automated Design of Convergence in Network Protocols;Aly Farahat and Ali Ebnenasir;10.1145/2382570.2382574;;Communication & Networking;Automation;Performance Optimization;TAAS;2012;Algorithmic addition of convergence to finite-state nonstabilizing protocols;8;An observation of space usage and program size. It observes the number of processes versus the number of BDD nodes required;Performance;Observation;Line;Amount;Node;;4
6;6.1;Bridging Interference Barriers in Self-Organized Synchronization;P. Amin, V. P. K. Ganesan and O. Tirkkonen;10.1109/SASO.2012.30;;Communication & Networking;Analytics/Control/Monitoring;Performance Optimization;SASO;2012;Self-organized synchronisation within a wireless network;5;A comparison of different transmission techniques each in a single chart. The X-axis displays the synchronization thresholds in decibel. The Y-axis displays the mean number of concflicts;Performance;Comparison;Line;Thresholds;Average;;2
6;6.2;Bridging Interference Barriers in Self-Organized Synchronization;P. Amin, V. P. K. Ganesan and O. Tirkkonen;10.1109/SASO.2012.30;;Communication & Networking;Analytics/Control/Monitoring;Performance Optimization;SASO;2012;Self-organized synchronisation within a wireless network;5;A comparison of different transmission techniques within a single bar chart. Each technique has several bars associated to the decibel threshold. The Y-axis displays convergence time.;Performance;Comparison;Bar;Type;Time;;1
6;6.3;Bridging Interference Barriers in Self-Organized Synchronization;P. Amin, V. P. K. Ganesan and O. Tirkkonen;10.1109/SASO.2012.30;;Communication & Networking;Analytics/Control/Monitoring;Performance Optimization;SASO;2012;Self-organized synchronisation within a wireless network;5;A comparison of different coefficients each in a single graph. The X-axis displays the number of iterations. The Y-axis displays the mean number of connected components;Performance;Comparison;Line;Iteration;Average;;2
13;13.1;Adaptive Online Estimation of Temporal Connectivity in Dynamic Wireless Networks;V. Iyer, Q. Liu, S. Dulman and K. Langendoen;10.1109/SASO.2013.18;;Communication & Networking;Apps;Environment Adaptation;SASO;2013;PathDetect - an adaptive, distributed algorithm which achieves a spatial-temporal view of network connectivity;16;An observation of path divergence accuracy. The X-axis displays the weighted coefficient. The Y-axis displays the Network Path Divergence. The Z-axis displays the consensus coeficcient;Performance;Observation;3D mesh;Score;Score;Score;2
13;13.2;Adaptive Online Estimation of Temporal Connectivity in Dynamic Wireless Networks;V. Iyer, Q. Liu, S. Dulman and K. Langendoen;10.1109/SASO.2013.18;;Communication & Networking;Apps;Environment Adaptation;SASO;2013;PathDetect - an adaptive, distributed algorithm which achieves a spatial-temporal view of network connectivity;16;A comparison between different models and path detection. The X-axis displays the node failure in percentage. The Y-axis displays the temporal efficiency score.;Performance;Comparison;Line;Percentage;Score;;6
13;13.3;Adaptive Online Estimation of Temporal Connectivity in Dynamic Wireless Networks;V. Iyer, Q. Liu, S. Dulman and K. Langendoen;10.1109/SASO.2013.18;;Communication & Networking;Apps;Environment Adaptation;SASO;2013;PathDetect - an adaptive, distributed algorithm which achieves a spatial-temporal view of network connectivity;16;A comparison between different pathing algorithms. The X-axis displays the network size. The Y-axis displays the relative error;Performance;Comparison;Bar;Amount;Error;;3
13;13.4;Adaptive Online Estimation of Temporal Connectivity in Dynamic Wireless Networks;V. Iyer, Q. Liu, S. Dulman and K. Langendoen;10.1109/SASO.2013.18;;Communication & Networking;Apps;Environment Adaptation;SASO;2013;PathDetect - an adaptive, distributed algorithm which achieves a spatial-temporal view of network connectivity;16;An observation of clusters. The X-axis displays the playground width. The Y-axis displays the playground length;State;Observation;Scatter;Position;Position;;1
13;13.5;Adaptive Online Estimation of Temporal Connectivity in Dynamic Wireless Networks;V. Iyer, Q. Liu, S. Dulman and K. Langendoen;10.1109/SASO.2013.18;;Communication & Networking;Apps;Environment Adaptation;SASO;2013;PathDetect - an adaptive, distributed algorithm which achieves a spatial-temporal view of network connectivity;16;An observation of efficiency of cluster and nodes. The X-axis displays the time in time rounds. The Y-axis displays the temporal efficiency.;Performance;Observation;Line;Time;Score;;1
13;13.6;Adaptive Online Estimation of Temporal Connectivity in Dynamic Wireless Networks;V. Iyer, Q. Liu, S. Dulman and K. Langendoen;10.1109/SASO.2013.18;;Communication & Networking;Apps;Environment Adaptation;SASO;2013;PathDetect - an adaptive, distributed algorithm which achieves a spatial-temporal view of network connectivity;16;A comparison of different efficiencies in nodes. The X-axis displays the time in time rounds. The Y-axis displays the temporal efficiency.;Performance;Comparison;Line;Time;Score;;3
15;15.1;A state-dependent time evolving multi-constraint routing algorithm;Abdelhamid Mellouk, Said Hoceini, and Sherali Zeadally;10.1145/2451248.2451254;;Communication & Networking;Automation;Performance Optimization;TAAS;2013;State-dependent routing algorithm based on the trial and error paradigm and swarm-adaptive approaches;6;A comparison of different routing algorithms. The X-axis displays the time of the simulation. The Y-axis displays the average packet delivery time.;Performance;Comparison;Line;Time;Average;;6
23;23.1;Modeling and Defending against Adaptive BitTorrent Worms in Peer-to-Peer Networks;Jiaqing Luo, Bin Xiao, Qingjun Xiao, Jiannong Cao, and Minyi Guo;10.1145/2567925;;Communication & Networking;Analytics/Control/Monitoring;Error Detection/Security;TAAS;2014;Adaptive BitTorrent worm - a worm which adapts its propagation speed to hide from detection;4;A comparison between different trojan worm viruses. The X-axis displays the time index. The Y-axis displays the number of infected peers;Performance;Comparison;Line;Time;Amount;;3
23;23.2;Modeling and Defending against Adaptive BitTorrent Worms in Peer-to-Peer Networks;Jiaqing Luo, Bin Xiao, Qingjun Xiao, Jiannong Cao, and Minyi Guo;10.1145/2567925;;Communication & Networking;Analytics/Control/Monitoring;Error Detection/Security;TAAS;2014;Adaptive BitTorrent worm - a worm which adapts its propagation speed to hide from detection;4;A comparison between to viruses. The X-axis displays the vulnerability density. The Y-axis displays the normalized sample variance.;Performance;Comparison;Line;Percentage;Score;;1
27;27.1;Adaptive Epidemic Dynamics in Networks: Thresholds and Control;Shouhuai Xu, Wenlian Lu, Li Xu, and Zhenxin Zhan;10.1145/2555613;;Communication & Networking;AI;Error Detection/Security;TAAS;2014;Adaptive defense against epidemic spreading in networks;11;A comparison between different cases using different parameter sets. The X-axis displays the time. The Y-axis displays the number of infected nodes;Performance;Comparison;Line;Time;Amount;;11
28;28.1;Utility-Based Mechanism for Structural Self-Organization in Service-Oriented MAS;Elena Del Val, Miguel Rebollo, Mateo Vasirani, and Alberto Fernández;10.1145/2651423;;Communication & Networking;Management;Business Goals;TAAS;2014;A service-oriented multi-agent system where agents use a mechanism to self-organize structural relationships based on service similarity;5;An observation of different parameters and the changing utility. The X-axis displays the utility. The Y-axis displays the usefulness of utility.;Performance;Observation;Line;Score;Score;;1
28;28.2;Utility-Based Mechanism for Structural Self-Organization in Service-Oriented MAS;Elena Del Val, Miguel Rebollo, Mateo Vasirani, and Alberto Fernández;10.1145/2651423;;Communication & Networking;Management;Business Goals;TAAS;2014;A service-oriented multi-agent system where agents use a mechanism to self-organize structural relationships based on service similarity;5;An observation of performance of steps taken over iterations. The X-axis displays the number of iterations. The Y-axis displays the number of query steps required to perform a service.;Performance;Observation;Line;Amount;Score;;4
36;36.1;Reliable Task Allocation with Load Balancing in Multiplex Networks;Yichuan Jiang, Yifeng Zhou, and Yunpeng Li;10.1145/2700327;;Communication & Networking;Automation;Performance Optimization;TAAS;2015;Multiplex network-adapted models for task allocation and load balancing;17;A comparison of different models. The X-axis displays the number of tasks completed. The Y-axis displays the total time costs.;Performance;Comparison;Line;Amount;Time;;8
36;36.2;Reliable Task Allocation with Load Balancing in Multiplex Networks;Yichuan Jiang, Yifeng Zhou, and Yunpeng Li;10.1145/2700327;;Communication & Networking;Automation;Performance Optimization;TAAS;2015;Multiplex network-adapted models for task allocation and load balancing;17;A comparison of different network performances. The X-axis displays the number of tasks. The Y-axis displays the succes rate;Performance;Comparison;Line;Amount;Percentage;;1
36;36.3;Reliable Task Allocation with Load Balancing in Multiplex Networks;Yichuan Jiang, Yifeng Zhou, and Yunpeng Li;10.1145/2700327;;Communication & Networking;Automation;Performance Optimization;TAAS;2015;Multiplex network-adapted models for task allocation and load balancing;17;A comparison of different networks. The X-axis displays the type of network. The Y-axis displays the total time cost;Performance;Comparison;Bar;Type;Amount;;8
50;50.1;Controlling Large-Scale Self-Organized Networks with Lightweight Cost for Fast Adaptation to Changing Environments;Naomi Kuze, Daichi Kominami, Kenji Kashima, Tomoaki Hashimoto, and Masayuki Murata;10.1145/2856424;;Communication & Networking;Analytics/Control/Monitoring;Environment Adaptation;TAAS;2016;Potential-based self-organizing routing and optimal feedback method to guide a self-organized system to a desired state;22;An observation of traffic changes. The X-axis displays the time in s. The Y-axis displays the number of data delivered to the sink.;Performance;Observation;Line;Time;Amount;;11
50;50.2;Controlling Large-Scale Self-Organized Networks with Lightweight Cost for Fast Adaptation to Changing Environments;Naomi Kuze, Daichi Kominami, Kenji Kashima, Tomoaki Hashimoto, and Masayuki Murata;10.1145/2856424;;Communication & Networking;Analytics/Control/Monitoring;Environment Adaptation;TAAS;2016;Potential-based self-organizing routing and optimal feedback method to guide a self-organized system to a desired state;22;An observation of convergence. The X-axis displays the time in seconds. The Y-axis displays the amount of divergence.;Performance;Observation;Line;Time;Score;;11
53;53.1;Hierarchical Optimal Control Method for Controlling Large-Scale Self-Organizing Networks;Naomi Kuze, Daichi Kominami, Kenji Kashima, Tomoaki Hashimoto, and Masayuki Murata;10.1145/3124644;;Communication & Networking;Analytics/Control/Monitoring;Performance Optimization;TAAS;2017;Hierarchical optimal feedback mechanism for self-organizing systems applied to potential-based self-organizing routing;17;A comparison of different subnetwork convergences. The X-axis displays the time in steps. The Y-axis displays the potential.;Performance;Comparison;Line;Time;Score;;13
53;53.2;Hierarchical Optimal Control Method for Controlling Large-Scale Self-Organizing Networks;Naomi Kuze, Daichi Kominami, Kenji Kashima, Tomoaki Hashimoto, and Masayuki Murata;10.1145/3124644;;Communication & Networking;Analytics/Control/Monitoring;Performance Optimization;TAAS;2017;Hierarchical optimal feedback mechanism for self-organizing systems applied to potential-based self-organizing routing;17;A comparison between different sink types. The X-axis displays the time in steps. The Y-axis displays the Potential;Performance;Comparison;Line;Time;Score;;4
88;88.1;Dynamic Adaptation of Software-defined Networks for IoT Systems: A Search-based Approach;Seung Yeob Shin, Shiva Nejati, Mehrdad Sabetzadeh, Lionel Briand, Chetan Arora, Frank Zimmer;10.1145/3387939.3391603;Technical paper;Communication & Networking;Automation;Performance Optimization;SEAMS;2020;A dynamic adaptive SDN configuration approach for IoT systems;1;An observation of network utilization. The X-axis displays the time in seconds. The Y-axis displays the utilization;Performance;Observation;Line;Time;Score;;1
94;94.1;A Self-Adaptive Load Balancing Approach for Software-Defined Networks in IoT;Ziran Min, Hongyang Sun, Shunxing Bao, Aniruddha Gokhale and Swapna Gokhale;10.1109/ACSOS52086.2021.00034;Long paper;Communication & Networking;Automation;Performance Optimization;ACSOS;2021;Dynamic IoT scenario optimization and modeling through algorithmic self-adaptation;5;A comparison of algorithms. The X-axis displays the switch migration cost. The Y-axis displays the end to end response time in seconds;Performance;Comparison;Line;Score;Time;;2
94;94.2;A Self-Adaptive Load Balancing Approach for Software-Defined Networks in IoT;Ziran Min, Hongyang Sun, Shunxing Bao, Aniruddha Gokhale and Swapna Gokhale;10.1109/ACSOS52086.2021.00034;Long paper;Communication & Networking;Automation;Performance Optimization;ACSOS;2021;Dynamic IoT scenario optimization and modeling through algorithmic self-adaptation;5;A comparison of algorithms. The X-axis displays the number of controllers. The Y-axis displays the variaince of controller loads;Performance;Comparison;Bar;Type;Score;;3
96;96.1;Stochastic Switching of Power Levels can Accelerate Self-Organized Synchronization in Wireless Networks with Interference;Jorge Schmidt, Udo Schilcher, Arke Vogell and Christian Bettstetter;10.1109/ACSOS52086.2021.00026;Long paper;Communication & Networking;Analytics/Control/Monitoring;Performance Optimization;ACSOS;2021;Investigation of self-organized synchronization in wireless networks with interference using power level switching;9;An observation of convergence. The X-axis displays  a score. The Y-axis displays a percentage;Performance;Observation;Heatmap;Score;Percentage;;2
96;96.2;Stochastic Switching of Power Levels can Accelerate Self-Organized Synchronization in Wireless Networks with Interference;Jorge Schmidt, Udo Schilcher, Arke Vogell and Christian Bettstetter;10.1109/ACSOS52086.2021.00026;Long paper;Communication & Networking;Analytics/Control/Monitoring;Performance Optimization;ACSOS;2021;Investigation of self-organized synchronization in wireless networks with interference using power level switching;9;An observation of synchronizations. The X-axis displays a score. The Y-axis displays synchronization time;Performance;Observation;Line;Score;Time;;7
58;58.1;Decentralised Detection of Emergence in Complex Adaptive Systems;Eamonn O'toole, Vivek Nallur, and Siobhán Clarke;10.1145/3019597;;Communication & Networking;Analytics/Control/Monitoring;Environment Adaptation;TAAS;2017;DETect - a distributed algorithm which enables agents to collaboratively detect emergent events in complex adaptive systems;21;A comparison of detection events. The X-axis displays the time intervals. The Y-axis displays the average number of detection events.;Performance;Comparison;Line;Time;Average;;5
58;58.2;Decentralised Detection of Emergence in Complex Adaptive Systems;Eamonn O'toole, Vivek Nallur, and Siobhán Clarke;10.1145/3019597;;Communication & Networking;Analytics/Control/Monitoring;Environment Adaptation;TAAS;2017;DETect - a distributed algorithm which enables agents to collaboratively detect emergent events in complex adaptive systems;21;A comparison of different periods in adaptive behavior. The X-axis displays the type of combination. The Y-axis displays the average number of feedback detection events per 50 time steps;Performance;Comparison;Box;Type;Average;;16
7;7.1;Coordination of Distributed Systems through Self-Organizing Group Topologies;Sam Guinea and Panteha Saeedi;10.1109/SEAMS.2012.6224392;;Cloud;Automation;Environment Adaptation;SEAMS;2012;Self-organizing middleware for designing and implementing high-volume and high-volatile distributed systems;1;A comparison of different self-organization solutions in a single graph. The X-axis displays the node number. The Y-axis displays the number of sent messages.;Performance;Comparison;Line;Node;Amount;;1
19;19.1;A Framework for the Coordination of Multiple Autonomic Managers in Cloud Environments;F. A. d. Oliveira, T. Ledoux and R. Sharrock;10.1109/SASO.2013.27;;Cloud;Management;Performance Optimization;SASO;2013;A framework for coordinating multiple autonomic mnagers in Cloud systems;4;An observation of physical machine power consumption. The X-axis displays the time in minutes. The Y-axis displays the power consumption in Watt.;Performance;Observation;Line;Time;Resource;;1
19;19.2;A Framework for the Coordination of Multiple Autonomic Managers in Cloud Environments;F. A. d. Oliveira, T. Ledoux and R. Sharrock;10.1109/SASO.2013.27;;Cloud;Management;Performance Optimization;SASO;2013;A framework for coordinating multiple autonomic mnagers in Cloud systems;4;A comparison between response time of various physical machines across different graphs. Each graph displays two application instances and their performance with and without architectural elasticity. The X-axis displays the time in minutes. The Y-axis displays the average response time in milliseconds.;Performance;Comparison;Line;Time;Average;;3
21;21.1;Adaptive Resource Provisioning for Virtualized Servers Using Kalman Filters;Evangelia Kalyvianaki, Themistoklis Charalambous, and Steven Hand;10.1145/2626290;;Cloud;Automation;Performance Optimization;TAAS;2014;Adaptive controllers which allocation CPU resources to virtual machines through Kalman filters;94;An observation of requests. The X-axis displays the sample points. The Y-axis displays the mRt in seconds;Performance;Observation;Line;Amount;Time;;7
21;21.2;Adaptive Resource Provisioning for Virtualized Servers Using Kalman Filters;Evangelia Kalyvianaki, Themistoklis Charalambous, and Steven Hand;10.1145/2626290;;Cloud;Automation;Performance Optimization;TAAS;2014;Adaptive controllers which allocation CPU resources to virtual machines through Kalman filters;94;A comparison between different programs. The X-axis displays the CPU allocation. The Y-axis displays the CPU usage in percent;Performance;Observation;Line;Amount;Percentage;;3
21;21.3;Adaptive Resource Provisioning for Virtualized Servers Using Kalman Filters;Evangelia Kalyvianaki, Themistoklis Charalambous, and Steven Hand;10.1145/2626290;;Cloud;Automation;Performance Optimization;TAAS;2014;Adaptive controllers which allocation CPU resources to virtual machines through Kalman filters;94;A comparison of different programs gains at various stages. The X-axis displays the sample point. The Y-axis displays the Kalman gain;Performance;Comparison;Line;Amount;Score;;2
21;21.4;Adaptive Resource Provisioning for Virtualized Servers Using Kalman Filters;Evangelia Kalyvianaki, Themistoklis Charalambous, and Steven Hand;10.1145/2626290;;Cloud;Automation;Performance Optimization;TAAS;2014;Adaptive controllers which allocation CPU resources to virtual machines through Kalman filters;94;A comparison between different programs’ resource drain. The X-axis displays a computer resource like CPU. The Y-axis displays the CPU load.;Performance;Comparison;Line;Amount;Resource;;63
21;21.5;Adaptive Resource Provisioning for Virtualized Servers Using Kalman Filters;Evangelia Kalyvianaki, Themistoklis Charalambous, and Steven Hand;10.1145/2626290;;Cloud;Automation;Performance Optimization;TAAS;2014;Adaptive controllers which allocation CPU resources to virtual machines through Kalman filters;94;A comparison of different scores. The X-axis displays a factor. The Y-Axis displays various scores such as completion rate.;Performance;Comparison;Bar;Score;Resource;;19
25;25.1;Autonomic Resource Provisioning for Cloud-Based Software;Pooyan Jamshidi, Aakash Ahmad and Claus Pahl;10.1145/2593929.2593940;;Cloud;Management;Performance Optimization;SEAMS;2014;Automatic resource scaling which elasticity is adapted to dealing with uncertainties such as noise and unexpected events;4;An observation for elasticity reasoning. The X-axis displays the workload. The Y-axis displays the number of virtual machines added. The Z-axis displays the response-time;Performance;Observation;3D mesh;Resource;Amount;Time;1
25;25.2;Autonomic Resource Provisioning for Cloud-Based Software;Pooyan Jamshidi, Aakash Ahmad and Claus Pahl;10.1145/2593929.2593940;;Cloud;Management;Performance Optimization;SEAMS;2014;Automatic resource scaling which elasticity is adapted to dealing with uncertainties such as noise and unexpected events;4;An observation of hits over time. The X-axis displays the time in seconds. The Y-axis displays the number of hits.;Performance;Observation;Line;Time;Amount;;1
25;25.3;Autonomic Resource Provisioning for Cloud-Based Software;Pooyan Jamshidi, Aakash Ahmad and Claus Pahl;10.1145/2593929.2593940;;Cloud;Management;Performance Optimization;SEAMS;2014;Automatic resource scaling which elasticity is adapted to dealing with uncertainties such as noise and unexpected events;4;A mixed observation of different workload patterns. The X-axis displays various patterns. The Y-axis displays the root relative squared error.;Performance;Observation;Mixed;Type;Score;;1
25;25.3;Autonomic Resource Provisioning for Cloud-Based Software;Pooyan Jamshidi, Aakash Ahmad and Claus Pahl;10.1145/2593929.2593940;;Cloud;Management;Performance Optimization;SEAMS;2014;Automatic resource scaling which elasticity is adapted to dealing with uncertainties such as noise and unexpected events;4;An observation of different blurring settings. The X-axis displays different alpha settings for the Footprint of Uncertainty function. The Y-axis displays the root mean-squared error (RMSE).;Performance;Observation;Box;Type;Score;;1
60;60.1;Delivering Elastic Containerized Cloud Applications to Enable DevOps;Cornel Barna, Hamzeh Khazaei, Marios Fokaefs, and Marin Litoiu;10.1109/SEAMS.2017.12;Long paper;Cloud;Apps;Performance Optimization;SEAMS;2017;A method for developing autonomic management systems based on performance models of multi-tier, multi-layer, data-intensive containerized applications;12;A comparison of different container algorithms. The X-axis displays the time. The Y-axis displays the containers;Performance;Comparison;Line;Time;Amount;;8
60;60.2;Delivering Elastic Containerized Cloud Applications to Enable DevOps;Cornel Barna, Hamzeh Khazaei, Marios Fokaefs, and Marin Litoiu;10.1109/SEAMS.2017.12;Long paper;Cloud;Apps;Performance Optimization;SEAMS;2017;A method for developing autonomic management systems based on performance models of multi-tier, multi-layer, data-intensive containerized applications;12;A comparison of different heat evaluations. The X-axis displays the time. The Y-axis displays a resource.;Performance;Comparison;Line;Time;Resource;;4
69;69.1;A Multi-Agent Elasticity Management Based on Multi-Tenant Debt Exchanges;C. Mera-Gomez, F. Ramirez, R. Bahsoon and R. Buyya;10.1109/SASO.2018.00014;;Cloud;Management;Performance Optimization;SASO;2018;Multi-agent elasticity management which performs elasticity adaptations using technical debt perspective and attributes;14;A comparison of different arrival rates. The X-axis displays the time in seconds. The Y-axis displays the number of requests.;Performance;Comparison;Line;Time;Amount;;11
69;69.2;A Multi-Agent Elasticity Management Based on Multi-Tenant Debt Exchanges;C. Mera-Gomez, F. Ramirez, R. Bahsoon and R. Buyya;10.1109/SASO.2018.00014;;Cloud;Management;Performance Optimization;SASO;2018;Multi-agent elasticity management which performs elasticity adaptations using technical debt perspective and attributes;14;A comparison of approaches. The X-axis displays the type. The Y-axis displays the average cost;Performance;Comparison;Box;Type;Average;;3
